Категория 1;Категория 2;Категория 3;Категория 4;Товар;Бренд;Артикул завод;Корпус;;Диаметр индуктивного датчика;;;;;Рабочий диапазон мм.;;;;;Тип монтажа;;Тип выходного сигнала;;;;Функция контакта;;;Присоединение;;Питание индуктивных датчиков;;Количество фаз;;Ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;Вход;;;;Выход;;;;;;;Со встроенным радиатором;Реверсивные;Для коммутации постоянного тока;Аксессуары;;;Диамер разъёма;;Длина кабеля;;;;;;;Типа разъёма;;Диаметры и тип переходника;;;Количество pin;;;;Конфигурация;;Вид монтажа;;Цена;Наличие;Доставка;Фото;Datasheet;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 12 05 - G 05M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 12 05 - G 0M6 C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 12 05 - G 10M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 12 05 - G 10M Q;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 12 05 - G 15M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 12 05 - G 1M5 C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 12 05 - G 20M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 12 08 - G 01M A C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 12 08 - G 02M A C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 12 08 - G 05M A C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 12 08 - G 10M A C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 28 03 - G 02M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 28 03 - G 05M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 28 03 - G 0M6 C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 28 04 - G 02M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 28 04 - G 05M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 28 04 - G 0M6 C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 03 - B 02M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 03 - B 05M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 03 - B 0M6 C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 03 - G 02M;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 03 - G 02M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 03 - G 05M;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 03 - G 05M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 03 - G 0M6;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 03 - G 0M6 C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 04 - B 02M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 04 - B 05M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 04 - B 0M6 C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 04 - G 02M;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 04 - G 02M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 04 - G 05M;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 04 - G 05M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 04 - G 0M6;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 04 - G 0M6 C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 04 - G 10M;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;DSL - 82 04 - G 20M;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;LTG - 21 02 - MW;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;N03MA03134;Brad Harrison;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;N04MA03134;Brad Harrison;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;PR - S TE - END;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SBO - 02 C08 - KB D;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SBO - 02 C08 - SF;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SBO - 02 D12 - SF;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SBO - 02 F12 - SF;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SDO - 02 D78 - SF;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 0J 08 - G 03M A CR;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 0J 08 - G 03M E S01;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 0J 08 - G 05M A CR;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 0J 08 - G 05M E;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 0J 08 - G 05M E S01;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 0J 08 - G 10M A CR;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 0J 08 - G 10M E;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 0J 08 - G 10M E S01;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 0J 08 - G 1M5 E S01;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 0J 08 - G 20M E;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 0J 08 - G 20M E S01;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 0J 08 - G 70M E;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 0J 08 - G 70M E S01;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 12 04 - G 02M E;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 12 04 - G 03M E;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 12 04 - G 05M E;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 2J 04 - G 02M E;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 2J 04 - G 03M E;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 2J 04 - G 05M E;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 2J 04 - G 10M E;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;SSL - 2J 04 - G 25M E;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STE - 12 05 - G Q;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STE - 12 04 - G E;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STE - 12 04 - G N;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STE - 12 04 - T N;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 08 03 - G 02M;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 08 03 - G 10M;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 08 03 - G 1M5 S02;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 04 - G 01M S02;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 04 - G 05M S02;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 04 - W 02M D 34KM2;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 04 - W 03M D 34KM2;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 04 - W 05M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 04 - W 10M D 34KM2;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 04 - W 15M C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 05 - G 05M A C;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 05 - G 05M Q;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 05 - G 10M Q;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 05 - G 12M Q;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 05 - G 15M Q;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 08 - G 02M A;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 08 - G 05M A;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Промышленные соединители;Кабели для датчиков;;STL - 12 08 - G 10M A;Sick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
